hate_speech,offensive_language,neither,class,tweet,tweet_cleaned
0,3,0,1,RT @hmianturner: so yeah @Tronkitty is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos&#8230;,yeah   fucking good hate live not know bad bitch appreciation pos
0,0,3,2,RT @ho3micide: Morgan Park kids like to pop fire crackers in the school now,Morgan Park kid like pop fire cracker school
0,1,2,2,RT @hoadie1006: #vermontgirlsbelike my hick accent comes out when I get around my family #vermontproblems @THISISVT,hick accent come family
0,3,0,1,RT @hodgeasia: All the bitches who called me a hoe in high school got like 2-3 kids now..,bitch call hoe high school get like   kid
0,3,6,2,RT @hoes: Emma Watson #TheOscars2014 &#128515;&#128515; http://t.co/INeOGli7G9,Emma Watson
0,1,2,2,RT @hoes: Emma Watson http://t.co/fGKF5aUklo,Emma Watson
0,0,3,2,RT @hoes: RT if you'd marry Scarlett Johansson http://t.co/KMoJDDIl7h,d marry Scarlett Johansson
0,2,1,1,RT @hoes: Scarlett Johansson http://t.co/CBaHf9R9XD,Scarlett Johansson
0,3,0,1,RT @hoesLOVEkitty: chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him? &#128514;,chick think have sex guy month automatically make boyfriend   bitch ask
1,0,2,2,RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;,Lmao trash amp
0,3,0,1,"RT @hollisbiggs: based on my Starbucks drink choices, I admit that I am in fact a basic bitch.",base Starbucks drink choice admit fact basic bitch
0,2,1,1,RT @hollygolawly: Can't wait to eat #metropole @21cCincinnati and see my @21cLouisville friends! Bring on those damn yellow penguins!#ro ...,not wait eat      friend bring damn yellow penguin
0,0,3,2,"RT @hollyrpeete: #FarewellCaptain ""@espn: What a way for Derek Jeter to close his Yankee Stadium career.""",way Derek Jeter close Yankee Stadium career
0,3,0,1,RT @hollywood_trey: fuck that. she better laminate my face. RT @RichHomieRoya: You&#8217;re a grown man and think eating pussy is emasculating?,fuck well laminate face    grown man think eat pussy emasculate
0,3,0,1,"RT @hotmessundergrd: Things to remember:
Sometimes being a bitch is necessary.
Stick to your guns.
Impromptu solo dance parties are good fo&#8230;","thing remember 
 bitch necessary 
 Stick gun 
 Impromptu solo dance party good fo"
0,3,0,1,RT @hotwata: &#8220;@VSamone: tom ford probably fucking all these hoes&#8221; he probably would be if he wasn't a homosexual,tom ford probably fuck hoe probably not homosexual
0,3,0,1,"RT @hspiotta_21: c is for cunt
u is for ur a cunt
n is for not sure u know this but ur a cunt
t is for turn around bitch; ur a cunt","c cunt 
 u ur cunt 
 n sure u know ur cunt 
 t turn bitch ur cunt"
0,3,0,1,RT @huner5150: All these hoes always talkin shit about there guy. Look bitch if your gonna talk shit to me I'll be happy to smack you in yo&#8230;,hoe talkin shit guy look bitch go to talk shit Ill happy smack yo
1,2,0,1,"RT @i0beyJBieb: @bodycxunt @tuscanjustins No, you're a nigger, go pick my cotton",nigger pick cotton
0,3,0,1,RT @i8UrBitch: you ex bitches need to realize . http://t.co/1upHNo3iIP,ex bitch need realize
0,3,0,1,RT @iAMxJONES: I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &#128293;&#128293;,know tonight    bet bitch go light tonight
0,3,0,1,RT @iAintAsianTho: you see her nudes? she must have beat her own pussy up RT @DonDippa: Salute http://t.co/gxmym20q9L,nude beat pussy    Salute
0,2,1,1,RT @iAintGottaRap: Ead RT @Fat_Rell: Especially after Rita died.. RT @Kayla_Applebum: Dexter was just as trash as Breaking Bad.,Ead    especially Rita die    Dexter trash Breaking bad
0,1,2,2,RT @iAmBitchassness: I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash &amp; tell me you&#8230;,m tell like Al Green Otis Redding Stop miss point not trash amp tell
0,3,0,1,"RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation ""take"" from the legends.",stop fuck call legend trash cuz artist generation legend
0,3,0,1,RT @iAmDaHarper: he's saying...he doesn't discriminate. he like darkskin hoes he like lightskin hoes he like Asians. as long as they bad.,s sayinghe not discriminate like darkskin hoe like lightskin hoe like Asians long bad
0,3,0,1,"RT @iAmEastAtlanta: Don't be sorry hoe, Be Careful",not sorry hoe careful
0,3,0,1,"RT @iAmKilo_Bae: Its 2 things in this world that I aint seen, thats a UFO &amp; a bitch that I need !!",thing world be not see s UFO amp bitch need
1,2,0,1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;,Lmaoo nigger scared    result suppose today lol lol
0,3,0,1,"RT @iAmScottyBravo: I hate when old bitches&#128117; wear clothes these young hoes be wearing&#128135;&#128089;&#128096;, like stay yo ass&#9995;&#128530; in yo age group",hate old bitch wear clothe young hoe wear like stay yo ass yo age group
0,2,1,1,RT @iAmTahyi_Tho: I hate when bitches twerk to slow songs !!! &#128530;&#128074;&#128162;,hate bitch twerk slow song
0,6,0,1,RT @iAmYalanda: I need some phenomenal head. Like someone who was born and breed to eat pussy. Someone who is an adept when it cums to tong&#8230;,need phenomenal head like bear breed eat pussy adept cum tong
0,6,0,1,RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.,corny ass hoe get mouth
0,3,0,1,RT @iAm_Sashaa: get with the winning team hoe &#128523;,win team hoe
0,3,0,1,RT @iBChrisMoses: that bitch Lebron counted to like 6 he ain&#8217;t eem give Miami 6 yrs &#128514;&#128514;&#128514;,bitch Lebron count like   be not eem Miami   yr
0,3,0,1,RT @iBYEpassDesHOES: Why do hoes always want to come bacc when they didn't have to leave in the first place?,hoe want come bacc not leave place
1,2,0,1,"RT @iBaneXx: @ShinSnipes Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch",thank black darth   year old kinky hentai son bitch
6,0,0,0,RT @iBeZo: Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,stupid fucking nigger LeBron flop stupid jungle bunny monkey faggot
0,3,0,1,RT @iCARLEYBBY: &#8220;@LexLuthorDaKing: Some* RT @iCARLEYBBY: Niggas be so pressed for pussy&#8221; my bad yes some!,Niggas pressed pussy bad yes
0,3,0,1,RT @iCuffHoodrats: My next bitch gotta take me out just because....,bitch get to
0,3,0,1,RT @iCumNpeace: Niggas talk more than bitches these days...,Niggas talk bitch day
0,2,1,1,RT @iCumYouLeave: Every girl sucks dick. Don't let that bitch fool you.,girl suck dick not let bitch fool
0,3,0,1,"RT @iCumYouLeave: If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe.",ask you fuck hoe
0,3,0,1,"RT @iDavey: Also. RT ""@ParadoxicalMike: I know one ho in particular who loves pointing out that everyone else is a ho. Lol""",know ho particular loves point ho lol
0,3,0,1,RT @iDeepuDJ: I always waste my time on irrelevant bitches! &#128528;,waste time irrelevant bitch
0,3,0,1,"RT @iDntLuvHoes: All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga&#8230;","timeline 
 Ebola 
 Ebola 
 Ebola 
 hate school 
 Ebola 
 Ebola 
 twitter hoe selfie 
 Ebola 
 Ebola 
 pull ga"
0,3,0,1,"RT @iDntWearCondoms: ""How I'm a hoe if I only fucked 2 men?"" Bitch cuz they was best friends",m hoe fuck   man bitch cuz good friend
0,3,0,1,"RT @iDntWearCondoms: &#128514;&#128514;&#128514; RT @baskgod: if your girl smoke weed the dopeman slamming your bitch for a G, but that's Relationship Goals to y'a&#8230;",girl smoke weed dopeman slam bitch g s Relationship Goals ya
1,2,0,1,"RT @iDntWearCondoms: &#128514;&#128514;&#128514;&#128514; RT @MoJizel: wow, she let quite a few niggas beat. equal opportunity pussy",wow let niggas beat equal opportunity pussy
0,3,0,1,RT @iDntWearCondoms: 0 hoes.,hoe
0,3,0,1,RT @iDntWearCondoms: A woman never cheated unless a man drove her to do it... Men only cheat for new pussy,woman cheat man drive man cheat new pussy
1,2,0,1,RT @iDntWearCondoms: I don't do nothin for no bitch that she wouldn't do for me,not nothin bitch not
0,3,0,1,RT @iDntWearCondoms: I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.,m miss thing need life iPhone   iOS   ps bitch new car
0,2,1,1,RT @iDntWearCondoms: If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all,retweet s proof   bitch Lets settle
0,1,2,2,RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,u act like hoe break m wrong think u hoe
0,3,0,1,RT @iDntWearCondoms: If your friend is a hoe u a hoe too. Birds of a feather flock together,friend hoe u hoe Birds feather flock
0,3,0,1,"RT @iDntWearCondoms: If your girl see that another girl likes you, her name is ""this bitch"" until further notice.",girl girl like bitch notice
0,3,0,1,RT @iDntWearCondoms: Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates,man cheat pussy woman cheat cuz think   soulmate
0,3,0,1,RT @iDntWearCondoms: RT if no bitches texting u right now,bitch texte u right
0,3,0,1,RT @iDntWearCondoms: RT if u lost all your bitches,u lose bitch
1,2,0,1,RT @iDntWearCondoms: Stop respecting women who admit to having a hoe phase,stop respect woman admit have hoe phase
3,0,0,0,RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga,stop stalkin girl social medium u bitch ass nigga
0,3,0,1,RT @iDntWearCondoms: Stop wasting texts on bitches who ain't tryna fuck u,stop waste text bitch be not tryna fuck u
0,3,0,1,RT @iDntWearCondoms: U a faggot if u heat up leftover pizza,u faggot u heat leftover pizza
0,3,0,1,RT @iDntWearCondoms: U a hoe if you have children and you're still awake,u hoe child awake
0,3,0,1,RT @iDntWearCondoms: Women who need to be put in their place are trash. You are a human not a pet bitch relax,woman need place trash human pet bitch relax
1,2,0,1,RT @iDntWearCondoms: Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck,Yall bitch get stop push away niggas care you niggas not fuck
0,3,0,1,"RT @iDntWearCondoms: Your girl swear u cheating until u fuck a bitch for real then it's ""OMG how could u?!""",girl swear u cheat u fuck bitch real OMG u
0,3,0,1,RT @iDripHeLicks: Why are pussy farts so embarrassing ? &#128514;&#128557;&#128557;,pussy fart embarrassing
1,2,0,1,RT @iEatLightSkins_: Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga &#128514;&#128514;&#128514;&#128514;,girl good hair   U not want bitch get nappy ass hair   Yo kid go end having bbs nigga
0,3,0,1,RT @iEatLightSkins_: you bitches make everything a relationship goal.,bitch relationship goal
0,3,1,1,RT @iFollowLesbians: Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....,Lol obsession smell good Candlesplug insspraythe smelly good wax thingyspussy
0,3,0,1,RT @iFricanbabiiesx: Females be 14 acting 18 &#128684;&#128138;. Turning up like they 21 &#127867;&#127864;. Throwing the pussy like they 25 &#128049;&#128166;... But still can't pass Alg&#8230;,female   act    turn like    throw pussy like    not pass Alg
0,3,0,1,RT @iGBBreezy: Don't wife a hoe &amp; end up like these 2 http://t.co/LXddifeexw,not wife hoe amp end like
0,2,1,1,RT @iGottFanss: Not all black girls are ghetto&#128530;,black girl ghetto
0,2,1,1,RT @iH8TvvitterHoes: I gotta curve these hoes before they have a chance to curve me &#128530; http://t.co/IHqsWj9VOG,get to curve hoe chance curve
0,3,0,1,RT @iH8TvvitterHoes: Kim K got bitches thinkin being a hoe is a career with health care benefits,Kim K get bitch thinkin hoe career health care benefit
0,3,0,1,RT @iH8TvvitterHoes: This was the most racist bitch in the world.. http://t.co/4L0MRpdITf,racist bitch world
0,3,0,1,RT @iKatrice: Can I bring another bitch let's have a 3some,bring bitch let
0,3,0,1,RT @iKayKing: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..&#8230;,boyfriend girlfriend suppose laugh hoe guy hoe laugh girl
0,3,0,1,"RT @iKickBabies__: Girls favorite line &#128073; ""go talk to yo hoes"" &#128514;&#128514;&#9995;",girl favorite line   talk yo hoe
0,3,0,1,RT @iLGDaily: I'ma get wifey not cunt who spreads legs for anyone. Settle for nothing but the rarest. Difference better you and me lmao,m wifey cunt spread leg settle rare difference well lmao
0,0,3,2,RT @iLLmak3Ufamous: Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant: I LOOK FLY. I LOOK GOOD. RT @Wisdom_Stature: On my momma.... On my ho&#8230;,touch swag wish    look fly look good    momma ho
0,3,0,1,RT @iLikeWGW: retweet for big booty bitches,retweet big booty bitch
0,1,2,2,RT @iLostMySanity: RT @5EarthQUakE: Most trash Halloween candy of all time. Don't debate me on this http://t.co/YMQWTSvD0h,trash Halloween candy time not debate
0,3,0,1,RT @iLovedrunkgirls: &#8220;@DseanAssAFool: Bruh I never seen so many ugly bitches in one picture before smh http://t.co/ypGGSf64ea&#8221; is that Luda&#8230;,bruh see ugly bitch picture smh   Luda
0,1,2,2,"RT @iLoveyou_Autumn: Bruhhhhh, I want some Oreos and milk. &#128553;",bruhhhhh want Oreos milk
0,0,3,2,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,wanna learn jigg good circle
0,3,0,1,RT @iMGorgeous_HOES: Karmas a bitch &#128514;&#128514;&#128514;?,Karmas bitch
0,3,0,1,"RT @iMIKEDUNN: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",bitch think bad bitch tell Rhonda Rousey
1,2,0,1,RT @iOnlyGoRaw: Took this bitch 3 months to put a scarf on smfh http://t.co/wsOzqw8yNT,took bitch   month scarf smfh
0,2,1,1,"RT @iPreferAriPlz: Every time a Black woman says ""oh bitch"", I smile.",time black woman say oh bitch smile
0,3,0,1,"RT @iPrinceChance: Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand..",Niggas gossip like bitch real niggas tho not understand
1,2,0,1,"RT @iROiB: When she comes through with the nudes, but they trash, but she got big titties http://t.co/1weYPG8rEr",come nude trash get big titty
0,3,0,1,RT @iRealFrankOcean: It goes from &#8220;babe&#8221; to &#8220;bitch&#8221; &#8220;I love you&#8221; to &#8220;I hate you&#8221; &#8220;I need you&#8221; to &#8220;fuck you&#8221; &#8220;you&#8217;re my everything&#8221; to &#8220;you&#8217;&#8230;,go babe bitch love hate need fuck
0,3,0,1,RT @iRelatesGirl: when that one stupid bitch pops up on your timeline... http://t.co/ai00UolEez,stupid bitch pop timeline
0,1,2,2,"RT @iRepFrisco: Should've lost in Carolina, in Houston &amp; tonight in St. Louis! #Lucky

#Seahawks are complete trash!!","ve lose Carolina Houston amp tonight St Louis 

  complete trash"
0,6,0,1,RT @iSellGreenCards: 1st RT @MsSashaBelle: Show proof I sold pussy for $65. I'll wait.,st    proof sell pussy   Ill wait
1,2,0,1,RT @iSellGreenCards: You a faggot if you use Uber because real niggas drive drunk,faggot use Uber real niggas drive drunk
0,3,0,1,RT @iSell_Pussy4EBT: This bitch really happy she got 60k followers from getting kicked out of a moving car by her abusive bf and almost dyi&#8230;,bitch happy get k follower getting kick move car abusive bf dyi
0,3,0,1,"RT @iSoldYoDadDrugs: I hate when people take a picture&#128247; and be like "" don't mind the background "" &#9995; nah bitch imma mind &#128563;",hate people picture like   not mind background    nah bitch imma mind
0,3,0,1,RT @iSpeakComedy: Ever stay home from school and look at the clock and say yeah those bitches in math right now,stay home school look clock yeah bitch math right
0,1,2,2,RT @iStayRadAsShit: &#8220;@1BookieG: What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0&#8221;&#128514;&#128514; foreall,wish time day play flappy bird   foreall
0,3,0,1,"RT @iStonerTweets: if she can roll, wife that bitch.",roll wife bitch
0,3,0,1,"RT @iTAT_uPAY: Every females worried about being played, &amp; every nigga worried she a hoe. So nothing but games will b played wit that minds&#8230;",female worried play amp nigga worry hoe game b play wit mind
0,3,0,1,RT @i_EaT_PIE: Dame the type of bitch that go to jail to meet men &#128514;&#128514;&#128514; http://t.co/ZWtTSb9cc1,Dame type bitch jail meet man
0,3,0,1,RT @i_GotHoProblems: These bitches don't love nobody &amp; the ho's is for everybody!,bitch not love amp hos everybody
1,2,0,1,RT @i__pooteD: I wanna watch a nigger made before Christmas,wanna watch nigger Christmas
0,3,0,1,RT @i__pooteD: There's pussy makeup?,s pussy makeup
0,3,0,1,"RT @iadorewomen_: #IfWeDate 
Get rid of Your Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

Get rid of Your hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't Need No interference
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;","rid Exs 


 rid hoe 


 not need interference"
0,3,0,1,"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;",couple   couple   couple amp   couple amp   couple amp plenty    hoe
0,3,0,1,"RT @iadorewomen_: ALL Relationships come w/ hatin ass hoes&#128589;, drama&#128074;, jealousy&#128530;, arguments&#128545;.. ALL THAT. Only REAL couples laugh at the shit &#8230;",Relationships come w hatin ass hoe drama jealousy argument REAL couple laugh shit
1,2,0,1,RT @iaintshitbruh: white bitches win again smh &#8220;@trackinBlackKev: i fucking hate you @MichelleDBeadle&#8221;,white bitch win smh   fucking hate
0,3,0,1,RT @iamKatJohnson: @1inkkofrosess bitch get it how you live &#128514;&#128175;,bitch live
0,3,0,1,RT @iamKatJohnson: RT @1inkkofrosess: It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do&#8230;,bout time feel like beene hard work woman stripper hoe night
0,3,0,1,"RT @iamMaliachigh: Every bitch with her ass out on Instagram bio be like 

deleted at 100k for booking email backpagepussy@gmail.com","bitch ass Instagram bio like 

 delete k book email backpagepussycom"
0,3,0,1,RT @iamSwagnificant: A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe&#8230;,real hoe let turn house wife Shell let know start catch fe
0,3,0,1,RT @iamTHATprettyMF: Yall bitches don't know how to be friends &#128514;&#128514; https://t.co/PiK5Sse3kA,Yall bitch not know friend
0,3,0,1,RT @iamTHATprettyMF: them other bitches aint got nothing on me I can tell by how your still fucking with meeeee,bitch be not get tell fuck meeeee
0,3,0,1,"RT @iam_KandiRaven ""Fuck ur WCW...let me see wat ur current bitch look like."" + Oowe...",fuck ur wcwlet wat ur current bitch look like   oowe
0,3,0,1,"RT @iam_KandiRaven: ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga.""",get to able bitch foot shell knee nigga
0,3,0,1,RT @iamdjsituation: If I got time to hold my phone the whole time we having sex. Yo pussy Trash,get time hold phone time have sex Yo pussy Trash
0,3,0,1,RT @iamhusk: When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB,have girl night cook ya bitch Ctfu
1,2,0,1,RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt,lmfaoo    LMFAO    Lmao    nigger sooo fast
0,3,0,1,"RT @iamlaryn_: Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;",ego big admit   get reason feel like m bitch
1,2,0,1,RT @iamlaryn_: When you hoes gone learn second place don't get a prize?,hoe go learn second place not prize
0,3,0,1,"RT @iamyaokhari: ""@Tyga: That ain't my hoe.""

This is the same man that wants to be ""Godly""....","be not hoe 

 man want godly"
0,3,0,1,RT @iamyaokhari: 500 years of racism and they think nigger hurts my feelings lol. White people are funny.,year racism think nigger hurt feeling lol white people funny
0,0,3,2,RT @ian0012: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;,dawn planet ape call bird french hen turtle dove partridge
1,2,0,1,RT @ibethathigh_RNS: She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.,call Mexican tho IM proud hispanic bitch sure like dick tho hoe
2,1,0,0,RT @iceyy505: I HATE hoe ass people.,hate hoe ass people
0,6,0,1,RT @icyunv_shakia: &#8220;@1017_Sqquad Iont got not type ... Bad bitches is the only thing that I like&#8221;,Iont get type   bad bitch thing like
0,3,0,1,RT @idontTRUSTem: I will neva sleep on a pussy,neva sleep pussy
0,3,0,1,"RT @igbanamibani: &#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/TSb0xljRNy&#8221;lol",hoe be not loyal
0,3,0,1,RT @iiAK: I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!,hate see nice fee wit weak nigga   like girl yu retarded r sumn Uon know yu cud
0,3,0,1,RT @ijustbeSinginn: I just wanna leave this bitch for a weekend,wanna leave bitch weekend
0,6,0,1,RT @ikesizzle: If you hatin you just need some pussy...,hatin need pussy
0,6,0,1,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all,Ike finna bitter bitch upsaught   not care lmao
0,3,0,1,RT @ikesizzle: Trey Songz album is about being a single hoe ass nigga lol,Trey Songz album single hoe ass nigga lol
0,3,0,1,"RT @illWill_Trippy: ""@marcellusrexxx: &#8220;@Bitchimgoonin: &#8220;@yoooodem: this bitch real nasty &#128518; https://t.co/FXi7gkAuh2&#8221; &#128563;&#8221;&#128563;&#128563;"" ah need her &#128076;",bitch real nasty     ah need
0,3,0,1,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",m sick bitch   bitch bitch
0,3,0,1,"RT @illesttam: ""go talk to your hoes"" https://t.co/oXa8IqqFjR",talk hoe
0,3,0,1,RT @illi708: the easy way out RT @BiggieBOSSMane While you females calling them hoes asking if they want ketchup with they fries. http://t&#8230;,easy way    female call hoe ask want ketchup fry
0,0,3,2,RT @illroots: The radio is trash.,radio trash
0,6,0,1,"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;",bitch not act crazy   not want
0,3,0,1,RT @ilywhitesiders: Jacob needs to stop being a little bitch and follow me on Instagram,Jacob need stop little bitch follow Instagram
2,1,0,0,RT @imDOPE_GetHigh: @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!,man lame niggah find m unfollowe TF ass
0,3,0,1,RT @imFindDory: lol when bitches tryna chill with me like do u kno who i am? im the mother fuxin Dory hoe I TOUCHED THE BUTT,lol bitch tryna chill like u kno m mother fuxin dory hoe touch BUTT
0,6,0,1,RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!,m hook money pussy weed bonus
0,3,0,1,RT @imGuccinizz: Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!,quit get hoe shit be not get get damn thanggg witcha ugly ass
0,3,0,1,RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,eat pussy
0,3,0,1,RT @imlovinglucy: - you ain't a bad bitch if you got bad habits !!! .,be not bad bitch get bad habit
0,3,0,1,RT @imnussie: I kno u wanna roll w/ a bitch like me!,kno u wanna roll w bitch like
1,2,0,1,RT @imtiaralesha_: i never had a nigga taken from me &#128564;&#128514; . in order to take him from me he must not return &#128526;&#128520;&#128541; . keep that in mind bitch &#128129;,nigga take    order return    mind bitch
0,0,3,2,RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,exclusive Arsne Wenger give yellow card amp red card referee charity match Rome
1,5,0,1,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,Mahammad bitch cause say
0,3,0,1,RT @inkMEhoe: Craziest bitches got the best pussy.....,craziest bitch get good pussy
0,3,0,1,RT @inkoverhoes: Ugly bitches like to argue a lot.,ugly bitch like argue lot
0,0,3,2,RT @inmysexdreams: I love black shoes cause I can match them with anything but I also need some colored shoes,love black shoe cause match need colored shoe
0,1,2,2,"RT @intelwire: Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",significant number tweet Americans flip bird UK
0,3,0,1,"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;",Twitter suspend shit multiple iteration new regional account open today suspend ho
2,1,0,0,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX",love cripple look fucking cripple Goddamit m people person
0,3,0,1,"RT @iowahawkblog: If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f&#8230;",player pussy s sideline concussion low class trash talk f
0,0,3,2,"RT @iowahawkblog: Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" http://t.co/Z&#8230;",Whatta coinkydink IRS cancel contract email backup company right Lerners computer crash
0,2,1,1,RT @ireland_roseee: @savanigga half of it will be about how you became ghetto in Compton.,half ghetto Compton
1,2,0,1,RT @irielee12: @drrrruuuu @Victoria_Finae ayyy what fags,ayyy fag
0,3,0,1,"RT @isaidthatshit: LMFAOOOOOOOOOOOOOOOO RT @2ChainzLyrics: Put that muthafuckin jelly on that bread, bitch spread it http://t.co/pzTSt16cew""",lmfaoooooooooooooooo    muthafuckin jelly bread bitch spread
0,3,0,1,"RT @isminiHoran: &#8220;i&#8217;m running like a bitch&#8221;
&#8212; Michael Clifford, role model and inspiration to many","m run like bitch 
  Michael Clifford role model inspiration"
0,3,0,1,"RT @isneeze_Glitter: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;",eat pussy not try disrespect   Fck nigga feed
1,5,0,1,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??",hate girl like   not talk get hoe Bitch ya competitive spirit
1,2,0,1,"RT @ispeak_sarcasms: Niggas expect you to pull this out when they ask ""where the hoes at"" http://t.co/kmNE99r3Re",Niggas expect pull ask hoe
0,3,0,1,RT @ispeak_sarcasms: the nigga with no future always have the most hoes..,nigga future hoe
0,1,2,2,RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,agenda unbelievable Dems fail use teabagger
0,3,0,1,"RT @itsDC_2x: ""Just texted my phone, this bitch just blew my high!""",texte phone bitch blow high
0,3,0,1,RT @itsDC_2x: Rihanna is currently dropping bombs on you bitches!,Rihanna currently drop bomb bitch
0,3,0,1,"RT @itsDeSha__: give me head &amp; kiss yo bitch , you a ill nigga !",head amp kiss yo bitch   ill nigga
0,6,0,1,RT @itsDeSha__: hickeys hurt I don't see how people always have them hoes .,hickey hurt not people hoe
0,3,0,1,RT @itsDeSha__: when you @ a bitch they never talking bout you all of a sudden &#128514;,bitch talk bout sudden
0,3,0,1,RT @itsDonLeach: You're still a pussy @BarackObama,pussy
0,3,0,1,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;

While these Shrek looking bitches, walk around thinking their the shit &#128129;","attractive girl insecure 

 shrek look bitch walk think shit"
1,2,0,1,"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.","see little yellow nigga live pineapple 
 s crazy shit"
1,2,0,1,RT @itsDorry: maybe all these fake bitches will pretend to be real for halloween,maybe fake bitch pretend real halloween
0,3,0,1,"RT @itsDorry: school doesnt even test your intelligence it tests ur memory...

....it tests my ability to keep calm and not slap a bitch","school not test intelligence test ur memory 

 test ability calm slap bitch"
0,3,0,1,RT @itsMeekMill: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,unloyal girl turn good guy asshole unloyal guy turn good woman bitch
